NTSB WPR16IA025, Attachment 1 to Cockpit Display – Recorded Flight Data - Specialist’s Factual Report,,,,,,,,,,,,
Operator: Private,,,,,,,,,,,,,
Vehicle ID/Registration: N999VX,,,,,,,,,,,,,
Source of Data: Cirrus SR22T, G1000 MFD SD Card,,,,,,,,,,,,
Date of Event: 11/7/2015,,,,,,,,,,,,,
Location: Paso Robles, California,,,,,,,,,,,,
DATA,,,,,,,,,,,,,
Time,AltGPS,AltMSL,E1 %Pwr,E1 MAP,GndSpd,IAS,Pitch,Roll,HDG,VSpd,LatAc,NormAc,E1 RPM
(PST),(ft wgs),(ft msl),(%),(Hg),(kt),(kt),(deg),(deg),(deg),(fpm),(G),(G),(rpm)
,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER
11:50:35,6563.6,6680.3,1.01,35.66,134.1,120.2,7.06,-0.03,305.1,1136.2,0,-0.01,2510.2
11:50:36,6582.6,6699.5,1.01,35.64,134.1,120.3,7.05,0.07,305.3,1106.9,0,-0.01,2509.2
11:50:37,6601.5,6718.5,1.01,35.62,134.1,120.3,7.1,0.09,305.3,1086.4,0,-0.02,2510.1
11:50:38,6620.1,6737,1.01,35.63,134,120.5,7.17,0.08,305.4,1098.7,-0.01,-0.01,2507.5
11:50:39,6637.9,6754.9,1.01,35.6,134,120,7.28,0.09,305.3,1097.9,-0.01,-0.01,2509.3
11:50:40,6656.2,6773.1,1.01,35.64,134,119.7,7.14,0.08,305.4,1088.5,0,-0.02,2508.3
11:50:41,6673.9,6790.8,1.01,35.68,134,119.7,7.03,-0.23,305.3,1080.5,0,-0.05,2508.2
11:50:42,6691.1,6808,1.01,35.64,134.1,119.2,6.94,0.31,305.1,1042.8,0,-0.03,2509.1
11:50:43,6707.1,6824,1.01,35.65,134.2,119.1,6.75,0.1,305.1,1044.8,0,-0.02,2510.8
11:50:44,6722.5,6839.4,1.01,35.6,134.3,119.3,6.56,0.11,305.2,1020.2,-0.01,-0.03,2508.4
11:50:45,6738.3,6855.2,1.01,35.61,134.5,119.3,6.54,0,305.2,954.6,0,0,2508.5
11:50:46,6753.1,6870.1,1.01,35.64,134.8,119.5,6.57,0.07,305,896.5,0,0.01,2507
11:50:47,6768.1,6885.1,1.01,35.58,135,119.3,6.61,0.54,305,874.8,0,-0.01,2509.4
11:50:49,6797.8,6914.5,1,35.57,135.4,118.5,6.51,-0.04,304.4,870.4,0.01,0.01,2506.9
11:50:50,6812.2,6928.9,1,35.62,135.7,118.6,6.28,0.44,304.2,871.2,-0.01,-0.02,2507.7
11:50:51,6826.2,6942.8,1.01,35.58,136,119,6.1,0.37,304.3,862,0,-0.03,2507.9
11:50:52,6840,6956.7,1.01,35.55,136.4,118.5,6.13,-0.01,304.1,835.7,0.01,-0.01,2509
11:50:53,6853.9,6970.6,1,35.6,136.8,118.3,6,-0.01,303.9,838.3,0,-0.01,2510.2
11:50:54,6867.8,6984.4,1.01,35.6,137.3,118.7,5.84,0.05,303.9,838.6,0,-0.01,2507.7
11:50:55,6881,6997.7,1,35.57,137.7,119,5.75,-0.08,303.9,819.4,0.01,-0.02,2510.7
11:50:56,6893.3,7010,1,35.6,138.2,119.1,5.72,-0.15,303.9,790.7,0,0,2509
11:50:57,6908,7024.7,1.01,35.68,138.6,119.5,5.99,-0.13,303.9,778.3,0,0.02,2511.2
11:50:58,6921.7,7038.6,1.01,35.69,139,119.8,6.08,0.03,303.8,759.8,0,0.01,2506.6
11:50:59,6936.7,7053.4,1.01,35.66,139.3,119.9,6.35,0.13,303.9,777.4,0,0.01,2508.6
11:51:01,6954.9,7071.8,1,35.62,139.6,120.4,6.45,0.09,303.9,822.1,0,0,2507.5
11:51:02,6986.2,7102.7,1.01,35.7,139.9,119.9,6.58,0.16,303.8,886.3,0,0.01,2508.2
11:51:03,7002.7,7119.4,1.01,35.65,140.1,120,6.56,0.07,303.8,932.6,0.01,-0.02,2511.1
11:51:04,7020.1,7136.6,1.01,35.66,140.3,119.7,6.53,-0.05,303.6,962.1,0,-0.02,2509.7
11:51:05,7036.9,7153.5,1.01,35.67,140.5,119.8,6.39,0.05,303.6,969,0.01,-0.02,2508.9
11:51:06,7052.6,7169.5,1,35.64,140.7,119.9,6.34,0,303.6,981.9,0,-0.01,2510.4
11:51:07,7068.9,7185.8,1.01,35.61,141,120,6.33,-0.14,303.8,947.1,0,0,2509.8
11:51:08,7084.4,7201.3,1,35.63,141.2,120.2,6.37,-0.04,303.8,936.3,0,0,2510.3
11:51:09,7101.5,7218.1,1,35.63,141.4,120.4,6.45,0,303.8,926.6,0,0,2510.5
11:51:10,7117.3,7234.2,1,35.65,141.6,120.5,6.48,-0.08,303.8,916.5,0,0,2507.1
11:51:11,7134.2,7250.8,1.01,35.6,141.7,120.6,6.55,0.04,303.9,936.4,0,0,2507.1
11:51:12,7151.6,7268.5,1.01,35.66,141.8,120.7,6.53,0.01,303.9,948.9,0,0,2510.2
11:51:13,7168.8,7285.7,1,35.63,142,120.8,6.73,0,304,971.8,-0.01,0.01,2511
11:51:14,7187.2,7304.2,1,35.64,142,120.6,6.9,0.04,304,985.1,0,0,2509.3
11:51:16,7207.7,7324.6,1,35.59,142.1,120.3,6.95,0.01,304,1043.9,0,-0.01,2508.5
11:51:17,7243.4,7360,1,35.67,142.1,120,6.75,0.05,304,1056,0,-0.02,2510.5
11:51:18,7261.6,7378.2,1,35.71,142.2,120,6.65,-0.01,304.1,1055.1,0,-0.02,2510.3
11:51:19,7278.4,7395,1,35.65,142.4,120.2,6.57,0.05,304.1,1062.7,0,-0.01,2509.4
11:51:20,7297.9,7414.8,1,35.64,142.5,120.3,6.6,0.11,304.1,1035.1,0,0,2511
11:51:22,7332.2,7448.8,1,35.63,142.7,120.5,6.76,0.1,304.3,1023.6,0,-0.01,2508.1
11:51:23,7351.2,7468.1,1,35.58,142.8,120.4,6.82,0.05,304.3,1026,0,0,2508
11:51:25,7385.4,7502,1,35.61,142.9,120.3,6.84,-0.05,304.2,1025.2,0,-0.01,2510.8
11:51:26,7404.1,7520.6,1,35.59,142.9,120.2,6.81,0.09,304.2,1047.5,0,0,2509.4
11:51:27,7421.5,7538.1,1,35.64,142.9,120.4,6.82,0.05,304.1,1044.1,0,-0.01,2508.7
11:51:28,7439,7555.9,1,35.67,143,120.4,6.83,0.03,304,1042,0,-0.01,2508.2
11:51:29,7456.4,7573,1,35.63,143,120.3,6.79,-0.08,304,1046.1,0,-0.02,2510.2
11:51:30,7473.5,7590.1,1,35.58,143.1,120.3,6.8,0.08,304,1045.3,0,-0.02,2506.3
11:51:31,7492.3,7609.2,1,35.57,143.1,119.7,6.88,0.12,303.5,1037.7,0,-0.01,2509.8
11:51:33,7525.8,7642.4,1,35.66,143.2,119.9,6.65,0.03,303.2,1022.4,-0.01,0,2507.8
11:51:34,7544.4,7661,1,35.65,143.4,119.7,6.64,0.12,303.2,1007.8,-0.01,-0.01,2507.5
11:51:35,7560.4,7677.3,1,35.62,143.5,119.9,6.59,0,303.1,1004.8,0,-0.02,2508.6
11:51:36,7577.4,7694,1,35.63,143.7,119.6,6.67,-0.53,302.7,974.6,0,-0.01,2508.6
11:51:37,7594.1,7710.7,1,35.6,143.8,119.5,6.62,0.48,302.7,934.6,0,0,2510.8
11:51:38,7610.4,7727,1,35.61,143.9,119.5,6.5,-0.18,302.7,945.2,0,-0.03,2507.8
11:51:39,7625.6,7742.2,1,35.6,144.1,119.5,6.41,-0.21,302.7,944.9,0,-0.02,2506.1
11:51:40,7639.3,7755.9,1,35.6,144.3,119.5,6.37,0.03,302.6,940.5,0,-0.01,2509.7
11:51:41,7654.8,7771.4,1,35.61,144.5,119.6,6.32,0.1,302.7,914.3,0,-0.01,2509.2
11:51:42,7670,7786.6,1,35.63,144.8,119.8,6.3,0.05,302.7,883.9,0,-0.01,2509.6
11:51:43,7685.1,7801.7,1,35.66,145,120.1,6.35,0.01,302.7,880.1,-0.01,0,2508.7
11:51:44,7700.6,7817.2,1,35.65,145.2,120.2,6.43,0.08,302.6,880,0,0.01,2507.7
11:51:45,7716.8,7833.7,1,35.62,145.3,120.4,6.57,0.1,302.7,901.1,0,0.02,2509.3
11:51:46,7736.9,7853.8,1,35.64,145.5,120.4,6.7,0.08,302.7,934.5,0,0.01,2508.3
11:51:48,7769.5,7886,1,35.63,145.6,120.3,6.83,0.12,302.6,955.5,0,0.01,2509.5
11:51:49,7788.5,7905,1,35.65,145.6,120.1,6.83,0.07,302.7,978.7,0,0,2508.9
11:51:50,7806.5,7923.1,1,35.68,145.7,120.2,6.8,0.11,302.7,1000.8,0,-0.01,2509.9
11:51:51,7824,7940.6,1,35.67,145.7,119.9,6.79,0.09,302.6,1008.9,0,-0.02,2507.9
11:51:52,7840.6,7957.6,1,35.67,145.8,119.7,6.75,0.03,302.4,1023.9,0,-0.01,2507.2
11:51:53,7858.4,7975,1,35.6,145.9,119.7,6.56,0.07,302.3,1036.5,-0.01,-0.02,2507.1
11:51:54,7875.5,7992.1,1,35.61,146.1,119.8,6.49,0.21,302.3,1046.4,0,-0.02,2507.5
11:51:55,7892,8008.6,1,35.67,146.2,119.8,6.45,0.05,302.3,1023,0,-0.02,2506.6
11:51:56,7908.8,8025.4,1,35.63,146.4,119.8,6.45,0.09,302.3,986.4,0,-0.01,2511.7
11:51:57,7925.9,8042.5,1,35.66,146.6,120.1,6.46,-0.02,302.2,963,0,0,2508.9
11:51:58,7943.1,8059.9,1,35.65,146.8,120.3,6.55,0.11,302.2,961.6,0.01,0,2511.5
11:51:59,7959.3,8075.8,1,35.7,146.9,120.4,6.6,0.08,302.2,960.1,0,0,2511.6
11:52:00,7976.6,8093.1,1,35.71,147,120.8,6.7,0.13,302.3,960,0,0,2511.2
11:52:01,7994.2,8110.7,1,35.65,147,120.8,6.79,0.08,302.3,969.7,0,0,2509.7
11:52:02,8012.1,8128.6,1,35.66,147,120.9,6.88,0.16,302.4,1000.2,0,0,2510.1
11:52:03,8031.2,8148,1,35.69,147,121,7.02,0.08,302.4,1008.4,0,0.01,2511.4
11:52:05,8068.3,8185.2,1.01,35.71,146.7,121.3,7.32,0.1,302.5,1062.5,0,0.01,2509
11:52:06,8090.6,8207.5,1,35.67,146.6,121.1,7.47,0.15,302.5,1079.9,0,0.01,2507.4
11:52:08,8130.8,8247.7,1,35.59,146,121.2,7.57,0.14,302.5,1152.6,0.01,0,2508.7
11:52:09,8153.3,8269.8,1,35.63,145.8,121.2,7.64,0.07,302.4,1185.9,0,-0.01,2506
11:52:10,8174.3,8290.8,1,35.66,145.5,121,7.64,0.11,302.3,1203.1,0,-0.01,2509.2
11:52:11,8194.5,8311,1,35.62,145.2,121,7.59,-0.05,302.2,1248.2,0,-0.01,2507.6
11:52:12,8216.7,8333.1,1,35.59,145,120.8,7.55,0.02,302.2,1263.4,0,-0.02,2509.5
11:52:13,8237.7,8354.6,1,35.63,144.7,120.8,7.54,0.01,302.1,1268.3,0,-0.01,2507.4
11:52:14,8258.3,8375.2,1,35.63,144.5,120.5,7.5,-0.01,302.1,1225.4,0,-0.01,2510.2
11:52:15,8278.2,8394.7,1,35.66,144.3,120.6,7.46,-0.07,302,1227.4,-0.01,-0.03,2510.6
11:52:16,8300.1,8416.9,1,35.64,144.1,120.5,7.44,0.09,302,1204.9,0,-0.01,2507.5
11:52:18,8338.3,8454.8,1,35.63,143.7,120.3,7.42,0.08,301.9,1178.8,0.01,-0.01,2507
11:52:19,8359.2,8475.7,1,35.66,143.5,120.3,7.38,0.25,302,1167.9,0,0,2507.9
11:52:20,8380.7,8497.6,1,35.64,143.4,120.1,7.31,0.27,301.9,1151.4,0,-0.02,2507.7
11:52:22,8416.8,8533.7,1,35.65,143.1,119.9,7.13,0.03,301.6,1149.1,0,-0.02,2510.5
11:52:24,8438.1,8554.9,1,35.65,143.1,120,7.03,0.09,301.6,1124.7,-0.01,-0.03,2509.1
11:52:25,8471.5,8588.4,1,35.64,143,119.9,7.08,0.09,301.5,1099.5,0,-0.01,2505.2
11:52:26,8489.4,8606.3,1,35.64,143,119.9,7.19,0.18,301.5,1082,0,-0.01,2506.3
11:52:27,8508.2,8625.1,1,35.63,142.9,119.7,7.25,0.15,301.5,1064.5,0,0,2507.3
11:52:28,8527,8643.8,1,35.66,142.8,119.5,7.25,0.2,301.3,1035.4,0,-0.02,2509.8
11:52:29,8547,8663.7,1,35.65,142.8,119.6,7.14,0.11,301.3,1059.5,-0.01,-0.03,2507.5
11:52:31,8579.6,8696.4,1,35.61,142.7,119.4,6.94,0.18,301.2,1046.1,0,-0.01,2507.9
11:52:32,8596.8,8713.4,1,35.59,142.7,119.3,6.9,0.1,301.1,1026.6,0,-0.02,2510.2
11:52:33,8613.7,8730.3,1,35.66,142.8,119.2,6.81,0.16,301.1,1000.5,0,-0.02,2509
11:52:34,8630,8746.6,1,35.65,142.8,119.3,6.76,0.13,301.1,989.8,-0.01,-0.03,2510.4
11:52:35,8646.2,8762.7,1,35.62,142.9,119.3,6.73,0.14,301.1,955,-0.01,-0.02,2506.6
11:52:36,8662.1,8779,1,35.62,143,119.4,6.7,0.27,301.1,969.1,0,-0.01,2504.7
11:52:37,8677.9,8794.5,1,35.66,143.1,119.4,6.62,0.26,301.1,949.8,0,-0.01,2508.2
11:52:38,8693,8809.9,1,35.68,143.2,119.4,6.6,0.16,301.2,944.3,0,-0.01,2505
11:52:39,8709.2,8825.8,1,35.65,143.4,119.4,6.58,0.14,301.2,905.4,0,-0.01,2508.7
11:52:40,8724.1,8840.9,1,35.71,143.5,119.5,6.6,0.2,301.2,898.6,0,0,2509.5
11:52:41,8739.9,8856.8,1,35.64,143.7,119.6,6.64,0.2,301.2,916.1,0,0,2509.9
11:52:42,8755.9,8872.4,1,35.64,143.8,119.6,6.66,0.22,301.3,913.4,0,0,2508.4
11:52:43,8773,8889.8,1,35.64,143.8,119.5,6.7,0.24,301.3,904.7,0,0,2508.9
11:52:45,8803.3,8920.1,1,35.64,144,119.6,6.78,0.21,301.2,926.9,-0.01,-0.01,2508.9
11:52:46,8822,8938.9,1,35.63,144.1,119.7,6.78,0.24,301.3,927.3,0,0,2508.9
11:52:48,8852.7,8969.5,1,35.58,144.2,119.6,6.71,0.05,301.3,926.9,0,-0.01,2509.1
11:52:49,8869.3,8985.8,1,35.65,144.3,119.6,6.65,0.09,301.4,938.5,0,-0.01,2507.2
11:52:50,8885,9001.5,1,35.61,144.4,119.5,6.64,0.23,301.5,946.6,0,0,2507.4
11:52:51,8900.9,9017.7,1,35.61,144.5,119.5,6.57,0.05,301.6,944.1,0,-0.01,2509.6
11:52:52,8916.7,9033.2,1,35.64,144.6,119.5,6.55,0.16,301.6,926.2,0,-0.01,2507.8
11:52:53,8934,9050.8,1,35.61,144.7,119.5,6.54,0.19,301.8,910.3,0,-0.01,2506.7
11:52:55,8963.2,9079.8,1,35.66,145,119.6,6.51,0.12,301.9,928.8,-0.01,-0.02,2504.8
11:52:56,8979,9095.8,1,35.65,145.1,119.5,6.48,0.15,302,912.4,0,-0.02,2506.1
11:52:57,8994.1,9110.7,1,35.61,145.2,119.4,6.48,0.15,302.1,890,0,-0.01,2506.6
11:52:58,9010,9126.8,1,35.61,145.4,119.3,6.43,0,302.2,880.5,0.01,-0.02,2502.2
11:52:59,9024.4,9140.9,1,35.64,145.6,119.5,6.37,0.11,302.2,879.4,0,-0.01,2508.8
11:53:01,9041.6,9158.4,1,35.66,145.8,119.6,6.32,-0.2,302.4,880.3,0.01,0,2508.6
11:53:02,9069,9185.8,1,35.68,146.1,119.6,6.36,0.2,302.6,844.8,0,-0.01,2507.4
11:53:04,9097.8,9214.6,1,35.63,146.5,119.7,6.42,0.05,302.8,839.9,0,0.01,2509.2
11:53:06,9125.2,9241.8,1,35.68,146.8,120.2,6.48,0.13,302.9,855.1,0,0.01,2510
11:53:07,9140.4,9256.9,1,35.69,146.9,119.9,6.49,0.29,302.9,842.9,0,0,2508.8
11:53:08,9156.8,9273.6,1,35.65,147,119.9,6.54,0.21,302.9,841.4,-0.01,-0.01,2509.5
11:53:09,9172.3,9289.1,1,35.67,147.2,120.2,6.57,0.03,303.1,858.6,0,-0.01,2509.2
11:53:11,9203.5,9319.9,1,35.68,147.3,119.8,6.64,-0.09,303.1,895.6,0,0,2507
11:53:12,9220.3,9337.1,1,35.66,147.3,120.2,6.61,0.09,302.9,897.7,0,-0.01,2506.2
11:53:14,9250.7,9367.2,1,35.63,147.4,120.2,6.6,0.1,302.9,921.1,0,-0.03,2510.6
11:53:15,9267.3,9384.1,1,35.65,147.5,120.2,6.58,0.01,303,923.8,0,-0.04,2509.9
11:53:16,9283,9399.5,1,35.63,147.5,120.4,6.61,0.1,303,915.7,0,0,2508.8
11:53:17,9302.4,9419.2,1,35.6,147.6,120.4,6.54,0.01,303.2,929.1,-0.01,0,2509.2
11:53:19,9332.3,9448.8,1,35.63,147.7,120.4,6.8,-0.31,303.2,944.9,0,0.02,2508.9
11:53:20,9349.6,9466.4,1,35.66,147.7,120.4,6.77,-0.02,303.2,944,0,0,2512.4
11:53:21,9366.4,9483.2,1,35.66,147.6,120.7,6.78,0.3,303.4,956,0.01,0.02,2507.3
11:53:22,9386.3,9503,1,35.62,147.6,120.4,6.93,-0.05,303.4,964.1,0,0,2506.9
11:53:24,9421.3,9538.1,1,35.62,147.4,120.5,7.08,0.19,303.5,1008,0,-0.01,2509.7
11:53:25,9440,9556.8,1,35.58,147.3,120.2,7.1,0.24,303.4,1039,-0.01,-0.02,2509.5
11:53:26,9457.7,9574.5,1,35.69,147.1,120.6,6.98,-0.13,303.7,1053.5,0,-0.01,2508.3
11:53:27,9476.9,9593.7,1,35.68,147,120.5,7.13,-0.05,303.6,1052,0,0.02,2506.5
11:53:28,9496.3,9613.1,1,35.64,146.9,120.5,7.02,-0.01,303.7,1064.4,0.01,-0.02,2508.1
11:53:29,9514.8,9631.6,1,35.65,146.8,120.7,7.05,0.23,303.7,1104.4,0,0.01,2507.4
11:53:30,9535,9651.8,1,35.7,146.6,120.8,7.11,0.05,303.9,1073.9,0,0,2510
11:53:31,9553.7,9670.5,1,35.68,146.5,120.4,7.14,0,303.8,1081.8,0,0,2507.6
11:53:32,9572.1,9688.9,1,35.66,146.4,120.3,7.12,0.09,303.9,1112.6,0,-0.01,2508.8
11:53:33,9593.5,9710.3,1,35.65,146.2,120.4,7.08,-0.02,303.9,1130.3,0,0.01,2506.7
11:53:35,9629.2,9745.7,1,35.66,146,120,7.02,0.13,303.9,1126.6,0,-0.01,2508.7
11:53:36,9649.6,9766.4,1,35.61,145.9,119.9,6.91,0.11,304.1,1131.4,0,-0.02,2504.6
11:53:38,9685.4,9801.8,1,35.67,145.9,119.7,6.87,0.11,304.2,1104.7,0,-0.01,2508
11:53:39,9704.7,9821.5,1,35.7,145.9,119.5,6.8,0.14,304.1,1094.8,0,-0.02,2505.6
11:53:40,9722.9,9839.4,1,35.62,145.9,119.5,6.7,0.16,304.1,1083.6,0,-0.02,2509.9
11:53:41,9740.4,9856.8,1,35.63,145.9,119.8,6.68,0.15,304.1,1069.6,0,0,2511.5
11:53:42,9759.4,9876.2,1,35.65,146,119.8,6.66,0.01,304,1053.4,0,0,2508.1
11:53:43,9777,9893.8,1,35.68,146,120,6.78,0.1,304.1,1044.3,0,0,2508.2
11:53:44,9795.2,9912,1,35.65,146,120,6.83,0.04,304.1,1039.2,0,-0.01,2509.2
11:53:45,9814,9930.8,1,35.65,146,120,6.87,0.14,304.1,1040,0,0,2508.9
11:53:46,9832.7,9949.5,1,35.65,146,120,6.89,0.23,304.2,1047.9,0,-0.01,2508.9
11:53:47,9851.2,9967.8,1,35.61,145.9,119.9,6.89,0.15,304.3,1065.9,0,-0.01,2508.6
11:53:48,9871.3,9988.1,1,35.59,145.8,120.1,6.92,0.11,304.3,1063,0.01,0.01,2508
11:53:50,9907.4,10024.3,1,35.64,145.7,120.2,6.98,0.14,304.3,1094.1,0,0,2508.5
11:53:51,9927.3,10044.1,1,35.61,145.6,119.9,6.98,-0.1,304.5,1088.2,0.01,-0.02,2507.6
11:53:52,9945,10061.8,1,35.59,145.5,119.8,6.99,0.12,304.5,1079.6,-0.01,-0.02,2508.4
11:53:53,9963.2,10080,1,35.67,145.4,120,6.94,-0.07,304.6,1088.6,0,-0.01,2507
11:53:55,9985.8,10102.6,1,35.64,145.3,120,6.92,-0.07,304.5,1089,0,-0.02,2507.5
11:53:56,10020,10136.9,1,35.64,145.2,119.9,6.88,-0.1,304.4,1085.7,0.01,-0.01,2507.8
11:53:57,10038.9,10155.3,1,35.62,145.2,119.6,6.81,0.08,304.4,1077.7,0,-0.03,2505.8
11:53:58,10058.9,10175.6,1,35.65,145.2,119.6,6.78,0.02,304.4,1090.2,0,-0.02,2509.4
11:54:00,10093.1,10209.5,1,35.69,145.2,119.5,6.7,0.08,304.5,1043.2,0,-0.01,2506.8
11:54:01,10110.7,10227.4,1,35.66,145.2,119.5,6.61,0,304.4,1037.3,0,-0.01,2508.3
11:54:02,10127.8,10244.5,1,35.66,145.3,119.6,6.62,0.15,304.4,1026,0,-0.01,2506.9
11:54:03,10145.1,10261.8,1,35.64,145.3,119.6,6.59,-0.04,304.5,1008.6,0,0,2505.7
11:54:04,10160.8,10277.5,1,35.65,145.4,120,6.59,0.08,304.6,995.8,0,-0.01,2507.4
11:54:05,10178.6,10295.3,1,35.68,145.4,120,6.71,0.08,304.6,1004.5,0,0,2506.3
11:54:07,10213.5,10330.2,1,35.73,145.4,119.9,6.81,0.19,304.8,985.7,0,-0.02,2508.8
11:54:09,10247.9,10364.6,1,35.73,145.4,119.6,6.76,0.15,304.7,1025.9,-0.01,-0.02,2507.4
11:54:11,10279.6,10396,1,35.65,145.5,119.5,6.61,0.02,304.9,1031.8,0,-0.01,2505.8
11:54:12,10296.3,10413,1,35.67,145.6,119.6,6.56,-0.11,304.8,1005.9,0,-0.01,2508.3
11:54:13,10311.4,10428.1,1,35.66,145.7,119.6,6.47,0.15,304.8,980.5,0,-0.01,2509.2
11:54:14,10328.6,10445.3,1,35.71,145.8,119.8,6.46,0.22,304.9,960.5,0,-0.02,2510.1
11:54:16,10362,10478.5,1,35.67,146,119.3,6.51,0.19,304.8,911.2,0,-0.01,2511.9
11:54:17,10377.9,10494.6,1,35.66,146.1,119.1,6.38,0.03,304.7,907.3,0,-0.01,2509.5
11:54:18,10393.3,10509.8,1,35.62,146.3,119.3,6.3,0.05,304.6,901.3,0,-0.02,2506.8
11:54:19,10408,10524.5,1,35.62,146.5,119.4,6.25,0.08,304.6,903.2,0,-0.01,2508.2
11:54:20,10422.5,10539,1,35.66,146.6,119.5,6.23,0.03,304.6,891.8,0,-0.01,2509.4
11:54:21,10436.6,10553.1,1,35.67,146.8,119.6,6.17,0.09,304.5,875.9,-0.01,-0.02,2507.3
11:54:22,10450,10566.5,1,35.64,147,119.8,6.09,0.07,304.5,854.2,0,-0.02,2508
11:54:23,10463.6,10580,1,35.63,147.3,119.8,6.17,0.19,304.5,838,0,0,2509.8
11:54:24,10477.5,10594,1,35.64,147.4,119.8,6.27,0.08,304.5,806.9,0,0.01,2507.9
11:54:25,10491.5,10608,1,35.63,147.6,119.9,6.37,0.02,304.5,812.4,0,0.01,2505.7
11:54:26,10506.8,10623.5,1,35.62,147.7,119.7,6.42,0.02,304.5,822.8,0,0,2507.4
11:54:27,10522.2,10639,1,35.67,147.8,119.8,6.45,0.15,304.4,826,0,0,2507
11:54:28,10536.8,10653.2,1,35.69,148,119.4,6.44,-0.07,304.4,831.7,0,0,2508.3
11:54:29,10552.3,10668.8,1,35.66,148.1,119.4,6.39,0.38,304.4,846.7,-0.01,-0.02,2508.5
11:54:30,10566.5,10683,1,35.6,148.2,119.3,6.31,0.07,304.4,864.7,0,-0.02,2507.3
11:54:31,10582,10698.7,1,35.62,148.4,119.3,6.19,0.04,304.4,905.2,0,-0.02,2506.9
11:54:32,10596.3,10712.7,1,35.64,148.6,119.2,6.08,0.11,304.3,891.4,0,-0.02,2506.4
11:54:33,10610,10726.4,1,35.66,148.9,119.4,6.04,0.08,304.4,855,0,-0.01,2510.3
11:54:34,10625.2,10741.9,1,35.56,149.1,119.5,5.99,0,304.4,833.7,0,0,2505.9
11:54:35,10638.3,10755,1,35.52,149.4,119.6,6.08,0.11,304.4,800.7,-0.01,0,2506.6
11:54:36,10653.6,10769.3,1,35.55,149.6,119.8,6.06,0.13,304.3,809.3,0,0,2508.8
11:54:37,10667.2,10784,1,35.58,149.8,120,5.6,0.16,304.4,825.7,0,-0.06,2509
11:54:38,10680.1,10796.6,1,35.58,150.1,120,5.11,0.31,304.4,825.3,0,-0.06,2510.1
11:54:39,10691.5,10808,1,35.64,150.6,120.3,4.54,0.25,304.3,782.6,0,-0.07,2509
11:54:40,10699.6,10816.3,1,35.59,151.3,120.7,3.91,0.24,304.2,725.2,0,-0.09,2509.2
11:54:41,10706.2,10823,1,35.6,152.1,121.4,2.98,0.14,304.3,665.8,0,-0.1,2510.9
11:54:42,10709.6,10826.3,1,35.63,153.1,122.1,2.54,-0.07,304.2,547,0,-0.06,2510.9
11:54:43,10711.5,10828.2,1,35.68,154.3,123.3,1.85,-0.01,304.3,376.5,0.01,-0.05,2510.9
11:54:45,10709.4,10826.1,1,35.66,156.9,125.5,1.63,-0.02,304.6,113.4,0,0.01,2507.9
11:54:46,10708.4,10825.1,1,35.7,158.2,126.3,1.64,-0.02,304.6,-10,0.01,0.02,2510.4
11:54:47,10706.9,10823.6,1,35.75,159.5,127.4,1.74,0.1,304.7,-73.5,0.01,0.03,2508.8
11:54:48,10706.5,10823.2,1.01,35.79,160.7,128.5,1.96,-0.14,304.8,-96.9,0.01,0.04,2507.7
11:54:49,10707.1,10823.8,1.01,35.73,161.8,129.3,2.1,-0.16,304.8,-97.9,0.01,0.02,2509.3
11:54:50,10708.4,10825.1,1,35.76,162.9,130.1,1.89,-0.12,304.8,-72.9,0.01,-0.01,2507.1
11:54:51,10709.8,10826.5,1,35.73,163.9,131.2,1.69,-0.22,304.8,0.9,0.01,-0.03,2509.3
11:54:52,10709.4,10826.2,1.01,35.76,164.9,131.8,1.47,-0.33,304.8,22,0.01,-0.02,2510.1
11:54:53,10709.3,10826,1,35.71,166,132.8,1.38,-0.44,304.8,16.4,0,-0.01,2508.7
11:54:54,10708.5,10825.2,1,35.75,167,133.7,1.4,-0.46,304.7,19.5,0.01,0,2509.6
11:54:55,10707.4,10824.1,1,35.74,168,134.7,1.11,-0.45,304.7,5.1,0.01,-0.03,2511
11:54:56,10705.4,10822.1,1,35.75,169,135.6,1.14,-0.43,304.7,-45.7,0.01,0.01,2508.1
11:54:57,10703,10819.8,1,35.76,170.1,136.5,1.26,-0.38,304.6,-98.4,0.01,0.03,2507.4
11:54:58,10702.1,10818.8,1.01,35.77,171,137.3,1.32,-0.51,304.5,-96.8,0.01,0.02,2507.4
11:54:59,10700.8,10817.4,1.01,35.75,171.9,138.1,1.26,-0.58,304.4,-101.5,0.01,0.01,2511.8
11:55:00,10699.9,10816.5,1.01,35.77,172.7,138.8,1.32,-0.57,304.4,-90.5,0.01,0.02,2507.9
11:55:01,10699.4,10816,1.01,35.78,173.6,139.5,1.3,-0.64,304.3,-65.5,0,0,2509
11:55:02,10699.1,10815.7,1.01,35.81,174.3,140.2,1.27,-0.56,304.2,-29.1,0,0.01,2508.3
11:55:03,10699.3,10815.9,1.01,35.76,175.1,140.8,1.07,-0.62,304.2,-19.6,0,-0.02,2506.7
11:55:05,10698.2,10814.8,1.01,35.8,176.6,142,1.16,-0.58,303.9,-37.6,0,0.01,2504.8
